referencia,estado,poluente_emitido,quantidade
2015,MATO GROSSO DO SUL,Monóxido de carbono,7.83
2015,AMAZONAS,Monóxido de carbono (CO),23692378.36000001
2015,DISTRITO FEDERAL,Dióxido de enxofre,1020.99
2015,SAO PAULO,Outros óxidos de chumbo,0.03
2015,BAHIA,Monóxido de carbono (CO),696356.7400000006
2015,RONDONIA,Óxidos de enxofre (SOx),1825.4099999999999
2015,ACRE,Material Particulado (MP),125.00999999999999
2015,DISTRITO FEDERAL,Óxidos de enxofre (SOx),1523.01
2015,SAO PAULO,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",320.4
2015,SAO PAULO,Dióxido de enxofre,489.73
2015,CEARA,Dióxido de enxofre,99.2
2015,MATO GROSSO,Material Particulado (MP),12747.690000000008
2015,MATO GROSSO,Óxidos de nitrogênio (NOx),4891.33
2015,MATO GROSSO DO SUL,Nitrogênio,79.78
2015,MARANHAO,Material Particulado (MP),21631.829999999984
2015,PARAIBA,Monóxido de carbono (CO),16660.559999999994
2015,PARAIBA,Óxidos de enxofre (SOx),14820.650000000003
2015,DISTRITO FEDERAL,Nitrogênio,8426.41
2015,RIO GRANDE DO NORTE,Material Particulado (MP),33402.87999999998
2015,SERGIPE,Óxidos de nitrogênio (NOx),9831.460000000001
2015,RONDONIA,Material Particulado (MP),15825.399999999994
2015,PERNAMBUCO,Material Particulado (MP),84102891355.91
2015,ALAGOAS,Monóxido de carbono (CO),13467.380000000001
2015,MARANHAO,Monóxido de carbono (CO),4818.92
2015,SAO PAULO,Material Particulado (MP),4946917.619999966
2015,MINAS GERAIS,Monóxido de carbono,6008
2015,PARA,Óxidos de enxofre (SOx),37340.890000000014
2015,RIO GRANDE DO NORTE,Óxidos de nitrogênio (NOx),7272.790000000002
2015,MINAS GERAIS,Dióxido de enxofre,0.6
2015,MATO GROSSO DO SUL,Dióxido de enxofre,0
2015,AMAPA,Óxidos de enxofre (SOx),98.34
2015,SANTA CATARINA,Monóxido de carbono,3600
2015,CEARA,Monóxido de carbono,309
2015,GOIAS,Monóxido de carbono (CO),89104513.00999999
2015,DISTRITO FEDERAL,Monóxido de carbono (CO),1377.77
2015,DISTRITO FEDERAL,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",439.99
2015,PARANA,Monóxido de carbono,87.23
2015,PIAUI,Óxidos de enxofre (SOx),0.04
2015,ESPIRITO SANTO,Óxidos de nitrogênio (NOx),39054.87
2015,MINAS GERAIS,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",1
2015,GOIAS,Óxidos de enxofre (SOx),42504.81
2015,CEARA,Monóxido de carbono (CO),113745672.19000006
2015,SAO PAULO,Partículas (PM10),6530.040000000001
2015,SAO PAULO,Compostos orgânicos voláteis não metânicos(COVNM),1.43
2015,ALAGOAS,Óxidos de enxofre (SOx),98.62
2015,AMAPA,Óxidos de nitrogênio (NOx),1353.92
2015,GOIAS,Material Particulado (MP),215123.32000000004
2015,MATO GROSSO,Óxidos de enxofre (SOx),1199.48
2015,MARANHAO,Óxidos de nitrogênio (NOx),137426.78000000003
2015,PARA,Material Particulado (MP),42444.469999999994
2015,SAO PAULO,Óxidos de nitrogênio (NOx),2325807.8999999994
2015,BAHIA,Material Particulado (MP),281968.70000000036
2015,DISTRITO FEDERAL,Material Particulado (MP),342.31000000000006
2015,RIO GRANDE DO SUL,Óxidos de nitrogênio (NOx),31789.979999999992
2015,MARANHAO,Óxidos de enxofre (SOx),383954.57999999984
2015,PARA,Monóxido de carbono (CO),153235.03
2015,ALAGOAS,Óxidos de nitrogênio (NOx),23368.99
2015,RIO GRANDE DO SUL,Dióxido de enxofre,0.6799999999999999
2015,DISTRITO FEDERAL,Óxidos de nitrogênio (NOx),1237.95
2015,PARAIBA,Óxidos de nitrogênio (NOx),1653940.26
2015,ESPIRITO SANTO,Óxidos de enxofre (SOx),40297.02999999999
2015,BAHIA,Óxidos de nitrogênio (NOx),2052866.510000001
2015,MINAS GERAIS,Desperdício e resíduos de estanho,0.05
2015,MATO GROSSO DO SUL,Óxidos de enxofre (SOx),2664.01
2015,GOIAS,Óxidos de nitrogênio (NOx),354550.4699999999
2015,SAO PAULO,Eter etilico do etilenoglicol,1
2015,CEARA,Óxidos de nitrogênio (NOx),40391.53000000001
2015,SANTA CATARINA,Óxidos de enxofre (SOx),120347.48000000001
2015,PERNAMBUCO,Óxidos de enxofre (SOx),167153107713.04007
2015,BAHIA,Óxidos de enxofre (SOx),617765.5000000003
2015,MATO GROSSO DO SUL,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",0.15
2015,PARANA,Material Particulado (MP),424948.35000000056
2015,RIO DE JANEIRO,Óxidos de nitrogênio (NOx),167867755.6599999
2015,AMAPA,Material Particulado (MP),46.81
2015,PARANA,Monóxido de carbono (CO),76180699.71000016
2015,PERNAMBUCO,Óxidos de nitrogênio (NOx),24093949961.35
2015,ACRE,Óxidos de enxofre (SOx),251
2015,DISTRITO FEDERAL,Monóxido de carbono,8.18
2015,AMAZONAS,Óxidos de enxofre (SOx),97306629.57
2015,TOCANTINS,Óxidos de enxofre (SOx),1652.9099999999999
2015,MINAS GERAIS,Desperdícios e resíduos de chumbo,0.01
2015,TOCANTINS,Monóxido de carbono (CO),8342.100000000002
2015,PARANA,Óxidos de nitrogênio (NOx),358829.3100000001
2015,BAHIA,Monóxido de carbono,147
2015,CEARA,Óxidos de enxofre (SOx),66890774.83
2015,AMAZONAS,Partículas (PM10),154.23000000000002
2015,AMAZONAS,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",25.15
2015,ACRE,Óxidos de nitrogênio (NOx),5115
2015,MINAS GERAIS,Partículas (PM10),0.01
2015,PERNAMBUCO,Monóxido de carbono (CO),102892.67000000001
2015,RIO DE JANEIRO,Óxidos de enxofre (SOx),15776134.530000003
2015,ALAGOAS,Material Particulado (MP),110991.2
2015,MINAS GERAIS,Óxidos de enxofre (SOx),179771.98999999993
2016,TOCANTINS,Monóxido de carbono (CO),7909.409999999998
2016,GOIAS,Óxidos de enxofre (SOx),26010.170000000006
2016,PARANA,Monóxido de carbono (CO),77980068.22
2016,RONDONIA,Óxidos de enxofre (SOx),7572.780000000002
2016,PARAIBA,Óxidos de nitrogênio (NOx),21972.839999999997
2016,RIO GRANDE DO SUL,Material Particulado (MP),2893851.9899999797
2016,CEARA,Monóxido de carbono (CO),117820.43999999999
2016,PARANA,Óxidos de nitrogênio (NOx),460719.8500000002
2016,RIO DE JANEIRO,Óxidos de enxofre (SOx),48317336.01000001
2016,DISTRITO FEDERAL,Monóxido de carbono (CO),1451.7999999999997
2016,PARA,Óxidos de nitrogênio (NOx),3531.32
2016,BAHIA,Óxidos de enxofre (SOx),58157.11000000002
2016,DISTRITO FEDERAL,Nitrogênio,8426.41
2016,MINAS GERAIS,Monóxido de carbono (CO),1388139.6500000008
2016,RORAIMA,Material Particulado (MP),2
2016,PIAUI,Óxidos de enxofre (SOx),49.16
2016,AMAZONAS,Óxidos de nitrogênio (NOx),14391454.579999998
2016,PARA,Monóxido de carbono (CO),770070.0399999999
2016,MATO GROSSO DO SUL,Material Particulado (MP),12740.210000000005
2016,MINAS GERAIS,Desperdícios e resíduos de chumbo,0
2016,BAHIA,Monóxido de carbono (CO),253162.53000000044
2016,SAO PAULO,Monóxido de carbono (CO),1683943.2200000014
2016,TOCANTINS,Óxidos de nitrogênio (NOx),2788.78
2016,DISTRITO FEDERAL,Dióxido de enxofre,1020.99
2016,MINAS GERAIS,Desperdício e resíduos de estanho,0
2016,PIAUI,Material Particulado (MP),2596.31
2016,RIO GRANDE DO NORTE,Material Particulado (MP),32112.060000000005
2016,DISTRITO FEDERAL,Material Particulado (MP),2492.93
2016,ACRE,Óxidos de nitrogênio (NOx),5071.6
2016,SAO PAULO,"Álcool etílico não desnaturado, com teor alcoólico em volume menor que 80%",1
2016,AMAZONAS,Dióxido de enxofre,237.73
2016,MARANHAO,Monóxido de carbono (CO),1797.4
2016,AMAZONAS,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",35.980000000000004
2016,PERNAMBUCO,Monóxido de carbono (CO),106885.70999999998
2016,AMAPA,Material Particulado (MP),10.56
2016,ALAGOAS,Monóxido de carbono (CO),7947.18
2016,MINAS GERAIS,Dióxido de enxofre,1
2016,SANTA CATARINA,Material Particulado (MP),316035.33000000153
2016,RONDONIA,Monóxido de carbono (CO),125762.03999999996
2016,RIO DE JANEIRO,Óxidos de nitrogênio (NOx),490006331.1800002
2016,GOIAS,Óxidos de nitrogênio (NOx),225583.6
2016,SERGIPE,Óxidos de nitrogênio (NOx),8150.370000000001
2016,MATO GROSSO,Monóxido de carbono (CO),23878.13
2016,BAHIA,Óxidos de nitrogênio (NOx),252565.94000000015
2016,SAO PAULO,Dióxido de enxofre,487.15
2016,MINAS GERAIS,Monóxido de carbono,6007.6
2016,AMAPA,Monóxido de carbono (CO),450.38000000000005
2016,RIO GRANDE DO SUL,Monóxido de carbono (CO),3216886.0299999984
2016,TOCANTINS,Óxidos de enxofre (SOx),1046.2200000000003
2016,ESPIRITO SANTO,Material Particulado (MP),68923.27999999998
2016,GOIAS,Material Particulado (MP),192774.16000000003
2016,SAO PAULO,Partículas (PM10),6629.68
2016,MATO GROSSO DO SUL,Óxidos de nitrogênio (NOx),14154.250000000004
2016,RONDONIA,Óxidos de nitrogênio (NOx),1213.6599999999999
2016,CEARA,Óxidos de enxofre (SOx),424400.53
2016,MATO GROSSO DO SUL,Monóxido de carbono,7.83
2016,CEARA,Óxidos de nitrogênio (NOx),924406.3600000002
2016,SERGIPE,Material Particulado (MP),755.4399999999999
2016,SAO PAULO,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",320.4
2016,AMAZONAS,Material Particulado (MP),44625202.11999999
2016,RIO GRANDE DO SUL,Óxidos de enxofre (SOx),55400.290000000015
2016,SAO PAULO,Eter etilico do etilenoglicol,1
2016,ESPIRITO SANTO,Monóxido de carbono (CO),261480.9
2016,PARAIBA,Monóxido de carbono (CO),8066.760000000001
2016,SAO PAULO,Material Particulado (MP),4024466.259999998
2016,MATO GROSSO,Óxidos de enxofre (SOx),536.9
2016,AMAZONAS,Partículas (PM10),217.64000000000001
2016,AMAZONAS,Óxidos de enxofre (SOx),115427056.48000002
2016,MATO GROSSO,Óxidos de nitrogênio (NOx),5900.640000000003
2016,DISTRITO FEDERAL,Óxidos de nitrogênio (NOx),2884.0699999999997
2016,MINAS GERAIS,Óxidos de nitrogênio (NOx),343840.03000000014
2016,PARA,Óxidos de enxofre (SOx),34357.86000000001
2016,SAO PAULO,Cloreto de hidrogênio (ácido clorídrico),52.56
2016,PARAIBA,Óxidos de enxofre (SOx),10765.570000000002
2016,CEARA,Material Particulado (MP),1490624.5799999996
2016,DISTRITO FEDERAL,Óxidos de enxofre (SOx),1341.51
2016,PARANA,Óxidos de enxofre (SOx),17672.5
2016,PARANA,Material Particulado (MP),2160244.62
2016,ACRE,Monóxido de carbono (CO),18070.79
2016,PIAUI,Monóxido de carbono (CO),618769.86
2016,RIO GRANDE DO NORTE,Óxidos de enxofre (SOx),2899.41
2016,MARANHAO,Material Particulado (MP),6698.810000000001
2016,AMAPA,Óxidos de enxofre (SOx),1.5
2016,MATO GROSSO DO SUL,Dióxido de enxofre,0
2016,RIO DE JANEIRO,Material Particulado (MP),50762428.35000001
2016,DISTRITO FEDERAL,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",439.99
2016,PIAUI,Óxidos de nitrogênio (NOx),168.19
2016,ESPIRITO SANTO,Óxidos de nitrogênio (NOx),38764.36
2016,SANTA CATARINA,Óxidos de nitrogênio (NOx),30656.33999999999
2016,BAHIA,Material Particulado (MP),107376.42000000004
2016,PARANA,Monóxido de carbono,35.48
2016,ALAGOAS,Material Particulado (MP),61456.64999999999
2016,MATO GROSSO DO SUL,Monóxido de carbono (CO),18969.23
2016,PARAIBA,Material Particulado (MP),19320.510000000006
2016,MINAS GERAIS,Material Particulado (MP),11353516.409999913
2016,ACRE,Óxidos de enxofre (SOx),163.08
2016,RIO GRANDE DO NORTE,Óxidos de nitrogênio (NOx),10286.37
2016,RIO GRANDE DO SUL,Óxidos de nitrogênio (NOx),23779.57999999998
2016,AMAPA,Óxidos de nitrogênio (NOx),20.5
2016,MATO GROSSO DO SUL,Óxidos de enxofre (SOx),2059.9700000000003
2016,AMAZONAS,Monóxido de carbono (CO),79919654.14999998
2016,RIO GRANDE DO NORTE,Monóxido de carbono (CO),41198.960000000014
2016,SAO PAULO,Monóxido de carbono,0.08
2016,PERNAMBUCO,Óxidos de enxofre (SOx),226502.50000000003
2016,TOCANTINS,Material Particulado (MP),192623.71000000005
2016,SANTA CATARINA,Monóxido de carbono,3600
2016,MARANHAO,Óxidos de nitrogênio (NOx),37445.04
2016,MINAS GERAIS,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",1
2016,CEARA,Monóxido de carbono,23.24
2016,SAO PAULO,Compostos orgânicos voláteis não metânicos(COVNM),1.43
2016,SERGIPE,Monóxido de carbono (CO),19062304.43
2016,AMAZONAS,Monóxido de carbono,105.23
2016,ACRE,Material Particulado (MP),9478.060000000001
2016,TOCANTINS,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",20
2016,ALAGOAS,Óxidos de nitrogênio (NOx),67682.17000000003
2016,SAO PAULO,Cinzas e resíduos contendo chumbo,0.2
2016,ESPIRITO SANTO,Óxidos de enxofre (SOx),32940.32
2016,GOIAS,Monóxido de carbono (CO),89660118.57000001
2016,PERNAMBUCO,Material Particulado (MP),162555.18
2016,DISTRITO FEDERAL,Monóxido de carbono,8.18
2016,MINAS GERAIS,Óxidos de enxofre (SOx),125964.77000000006
2016,SAO PAULO,Óxidos de nitrogênio (NOx),2095027.2600000019
2016,RIO DE JANEIRO,Monóxido de carbono (CO),53484353.41999998
2016,PARA,Material Particulado (MP),19163.280000000002
2016,CEARA,Dióxido de enxofre,99.4
2016,ALAGOAS,Óxidos de enxofre (SOx),179.31
2016,MATO GROSSO,Material Particulado (MP),10623.35
2016,SAO PAULO,Óxidos de enxofre (SOx),90900.18999999992
2016,PERNAMBUCO,Óxidos de nitrogênio (NOx),983244.1700000002
2016,MARANHAO,Óxidos de enxofre (SOx),75009.43000000001
2016,SERGIPE,Óxidos de enxofre (SOx),4405.950000000001
2016,SANTA CATARINA,Óxidos de enxofre (SOx),107527.14
2016,RONDONIA,Material Particulado (MP),15771.810000000001
2016,SANTA CATARINA,Monóxido de carbono (CO),406622.25
2016,SAO PAULO,Cloro,551.88
2017,MINAS GERAIS,Dióxido de enxofre,1.71
2017,ALAGOAS,Material Particulado (MP),95612.36
2017,TOCANTINS,Óxidos de nitrogênio (NOx),14312.18
2017,RORAIMA,Material Particulado (MP),4.97
2017,RIO DE JANEIRO,Monóxido de carbono (CO),2457215.8799999985
2017,ESPIRITO SANTO,Óxidos de enxofre (SOx),30478.879999999997
2017,RIO GRANDE DO NORTE,Óxidos de enxofre (SOx),578.9399999999998
2017,AMAPA,Material Particulado (MP),22
2017,TOCANTINS,Material Particulado (MP),171610.29000000007
2017,SAO PAULO,Dióxido de enxofre,110
2017,ALAGOAS,Monóxido de carbono (CO),5197.509999999999
2017,DISTRITO FEDERAL,Nitrogênio,8426.41
2017,MINAS GERAIS,Óxidos de enxofre (SOx),29582.789999999975
2017,RIO DE JANEIRO,Óxidos de nitrogênio (NOx),155494.19999999998
2017,SANTA CATARINA,Material Particulado (MP),558345.7800000006
2017,RIO GRANDE DO SUL,Material Particulado (MP),54797.450000000084
2017,PERNAMBUCO,Óxidos de enxofre (SOx),258059.92999999996
2017,SANTA CATARINA,Óxidos de nitrogênio (NOx),40731.289999999986
2017,MATO GROSSO,Óxidos de enxofre (SOx),10836.130000000003
2017,ACRE,Óxidos de nitrogênio (NOx),5070
2017,CEARA,Óxidos de enxofre (SOx),587426.8699999998
2017,AMAPA,Monóxido de carbono (CO),740.87
2017,MARANHAO,Óxidos de nitrogênio (NOx),7505.52
2017,DISTRITO FEDERAL,Monóxido de carbono (CO),7751.08
2017,CEARA,Material Particulado (MP),1328578.51
2017,ACRE,Monóxido de carbono (CO),10390.51
2017,PARAIBA,Monóxido de carbono (CO),35557.43000000001
2017,SAO PAULO,Monóxido de carbono (CO),1367304.1200000013
2017,MATO GROSSO DO SUL,Dióxido de enxofre,0
2017,RIO GRANDE DO SUL,Óxidos de nitrogênio (NOx),45815.100000000006
2017,DISTRITO FEDERAL,Óxidos de enxofre (SOx),1897.1499999999999
2017,ACRE,Material Particulado (MP),128.82999999999998
2017,PARA,Óxidos de enxofre (SOx),50946.76
2017,RIO GRANDE DO SUL,Óxidos de enxofre (SOx),23936.020000000004
2017,MARANHAO,Material Particulado (MP),3949.5800000000004
2017,RORAIMA,Óxidos de enxofre (SOx),7.47
2017,PERNAMBUCO,Óxidos de nitrogênio (NOx),1307997.6999999995
2017,PERNAMBUCO,Material Particulado (MP),137287.97000000003
2017,SANTA CATARINA,Óxidos de enxofre (SOx),109943.04
2017,DISTRITO FEDERAL,Material Particulado (MP),636.9599999999999
2017,AMAZONAS,Monóxido de carbono (CO),13302.070000000002
2017,BAHIA,Material Particulado (MP),66494.12000000004
2017,RIO GRANDE DO NORTE,Material Particulado (MP),37737.19999999999
2017,SERGIPE,Óxidos de nitrogênio (NOx),7114.8099999999995
2017,MATO GROSSO DO SUL,Monóxido de carbono (CO),63657652.81000001
2017,PARANA,Óxidos de nitrogênio (NOx),451680.1700000001
2017,CEARA,Monóxido de carbono,232.8
2017,MATO GROSSO DO SUL,Material Particulado (MP),2182341.05
2017,RORAIMA,Óxidos de nitrogênio (NOx),23.58
2017,MARANHAO,Monóxido de carbono (CO),5465.140000000001
2017,TOCANTINS,Monóxido de carbono (CO),8188.5199999999995
2017,MATO GROSSO,Monóxido de carbono (CO),251732.55000000002
2017,MINAS GERAIS,Monóxido de carbono,7.8
2017,BAHIA,Óxidos de nitrogênio (NOx),139265.80000000016
2017,PARA,Material Particulado (MP),30854.879999999997
2017,MINAS GERAIS,Compostos orgânicos voláteis não metânicos(COVNM),0.01
2017,SAO PAULO,Compostos orgânicos voláteis não metânicos(COVNM),1.43
2017,TOCANTINS,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",20
2017,ESPIRITO SANTO,Monóxido de carbono (CO),270176.7700000001
2017,AMAZONAS,Óxidos de enxofre (SOx),1374.7700000000007
2017,SERGIPE,Material Particulado (MP),183735.24000000008
2017,MATO GROSSO,Óxidos de nitrogênio (NOx),170707.52000000002
2017,PARAIBA,Óxidos de nitrogênio (NOx),12317.289999999999
2017,ALAGOAS,Óxidos de enxofre (SOx),128.92
2017,CEARA,Óxidos de nitrogênio (NOx),1093857.08
2017,DISTRITO FEDERAL,Óxidos de nitrogênio (NOx),19894.78
2017,BAHIA,Óxidos de enxofre (SOx),19947.159999999953
2017,MATO GROSSO,Material Particulado (MP),16549.940000000006
2017,RIO GRANDE DO SUL,Monóxido de carbono (CO),55023305.07999998
2017,PARANA,Material Particulado (MP),2673233.2299999995
2017,MINAS GERAIS,Desperdícios e resíduos de cromo,30
2017,MATO GROSSO DO SUL,Óxidos de enxofre (SOx),1137.61
2017,RONDONIA,Óxidos de nitrogênio (NOx),2809.58
2017,PARAIBA,Material Particulado (MP),20007.649999999994
2017,PARANA,Monóxido de carbono,54.25
2017,DISTRITO FEDERAL,Dióxido de enxofre,1020.99
2017,GOIAS,Monóxido de carbono (CO),102711642.92000002
2017,MATO GROSSO DO SUL,Monóxido de carbono,7.84
2017,RONDONIA,Óxidos de enxofre (SOx),639.88
2017,PIAUI,Óxidos de enxofre (SOx),6.99
2017,PARAIBA,Óxidos de enxofre (SOx),5355.880000000001
2017,PIAUI,Monóxido de carbono (CO),130829.85
2017,SAO PAULO,Óxidos de nitrogênio (NOx),1683082.6700000023
2017,PARANA,Óxidos de enxofre (SOx),26320.989999999998
2017,RIO GRANDE DO NORTE,Óxidos de nitrogênio (NOx),12973.439999999999
2017,RIO GRANDE DO NORTE,Monóxido de carbono (CO),42786.22000000001
2017,DISTRITO FEDERAL,"Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco",439.99
2017,RIO DE JANEIRO,Óxidos de enxofre (SOx),45307.91
2017,ESPIRITO SANTO,Óxidos de nitrogênio (NOx),42482.53999999997
2017,RONDONIA,Material Particulado (MP),31507.660000000003
2017,PARA,Monóxido de carbono (CO),120175.46999999999
2017,RORAIMA,Monóxido de carbono (CO),30.44
2017,MINAS GERAIS,Monóxido de carbono (CO),3321954.5299999975
2017,PIAUI,Óxidos de nitrogênio (NOx),48912.1
2017,AMAZONAS,Óxidos de nitrogênio (NOx),9988.88
2017,MINAS GERAIS,Material Particulado (MP),8881847.029999956
2017,ESPIRITO SANTO,Material Particulado (MP),67859.93999999994
2017,AMAZONAS,Material Particulado (MP),14839.660000000007
2017,SERGIPE,Óxidos de enxofre (SOx),3804.1400000000003
2017,SERGIPE,Monóxido de carbono (CO),15465.28999999999
2017,GOIAS,Óxidos de nitrogênio (NOx),822712.06
2017,SANTA CATARINA,Monóxido de carbono (CO),371153.2400000003
2017,ACRE,Óxidos de enxofre (SOx),163
2017,PIAUI,Material Particulado (MP),39638.99
2017,PARANA,Monóxido de carbono (CO),1711998.140000001
2017,CEARA,Dióxido de enxofre,99.2
2017,SAO PAULO,Óxidos de enxofre (SOx),62493.22000000003
2017,MATO GROSSO DO SUL,Óxidos de nitrogênio (NOx),11816516.630000003
2017,MINAS GERAIS,Óxidos de nitrogênio (NOx),903201.4600000007
2017,BAHIA,Monóxido de carbono (CO),70434.73999999987
2017,RIO DE JANEIRO,Material Particulado (MP),165835.43000000002
2017,TOCANTINS,Óxidos de enxofre (SOx),15348.240000000002
2017,GOIAS,Óxidos de enxofre (SOx),91741.02
2017,PARA,Óxidos de nitrogênio (NOx),10555.34
2017,GOIAS,Material Particulado (MP),546212.2800000003
2017,RONDONIA,Monóxido de carbono (CO),319688.70000000007
2017,MARANHAO,Óxidos de enxofre (SOx),14261.58
2017,ALAGOAS,Óxidos de nitrogênio (NOx),107675.87
2017,SANTA CATARINA,Monóxido de carbono,4100
2017,DISTRITO FEDERAL,Monóxido de carbono,8.18
2017,SAO PAULO,Material Particulado (MP),5817576.609999953
2017,PERNAMBUCO,Monóxido de carbono (CO),87842.54999999994
2017,CEARA,Monóxido de carbono (CO),11767482.75999999
2018,BAHIA,Material Particulado (MP),202850.48000000045
2018,PIAUI,Óxidos de enxofre (SOx),15.61
2018,ESPIRITO SANTO,Monóxido de carbono (CO),257101.95999999993
2018,SANTA CATARINA,Material Particulado (MP),307554.7299999991
2018,MATO GROSSO DO SUL,Material Particulado (MP),116283304.56
2018,PERNAMBUCO,Material Particulado (MP),256875.4499999999
2018,RORAIMA,Óxidos de enxofre (SOx),7.49
2018,PIAUI,Óxidos de nitrogênio (NOx),50586.420000000006
2018,SAO PAULO,Óxidos de enxofre (SOx),68640.46999999988
2018,AMAPA,Material Particulado (MP),130
2018,RORAIMA,Óxidos de nitrogênio (NOx),23.63
2018,AMAZONAS,Óxidos de nitrogênio (NOx),18945.629999999997
2018,PARANA,Óxidos de nitrogênio (NOx),31520.65000000001
2018,MATO GROSSO,Óxidos de enxofre (SOx),495.38000000000005
2018,MATO GROSSO DO SUL,Óxidos de enxofre (SOx),1606.22
2018,ALAGOAS,Material Particulado (MP),118043.39999999998
2018,PIAUI,Material Particulado (MP),40352.88
2018,BAHIA,Dióxido de enxofre,0
2018,PARA,Monóxido de carbono (CO),765602.89
2018,DISTRITO FEDERAL,Material Particulado (MP),231.32
2018,PARAIBA,Óxidos de nitrogênio (NOx),10200.749999999998
2018,MINAS GERAIS,Monóxido de carbono (CO),2298324.6299999985
2018,TOCANTINS,Material Particulado (MP),13317.950000000004
2018,BAHIA,Óxidos de nitrogênio (NOx),60250.18999999998
2018,CEARA,Material Particulado (MP),275545.0499999998
2018,RONDONIA,Óxidos de enxofre (SOx),791.06
2018,PARAIBA,Óxidos de enxofre (SOx),8072.73
2018,RIO GRANDE DO NORTE,Material Particulado (MP),3174444.34
2018,MINAS GERAIS,Óxidos de nitrogênio (NOx),48140.89999999999
2018,PARA,Óxidos de nitrogênio (NOx),19598.29
2018,ESPIRITO SANTO,Óxidos de nitrogênio (NOx),43685.33999999999
2018,SANTA CATARINA,Monóxido de carbono (CO),330816.7100000002
2018,AMAZONAS,Óxidos de enxofre (SOx),1541.4600000000003
2018,MATO GROSSO DO SUL,Dióxido de enxofre,0
2018,RIO GRANDE DO NORTE,Óxidos de enxofre (SOx),3510.4300000000017
2018,AMAPA,Monóxido de carbono (CO),1190.8700000000001
2018,ACRE,Óxidos de nitrogênio (NOx),5070
2018,MINAS GERAIS,Dióxido de enxofre,1
2018,SANTA CATARINA,Óxidos de enxofre (SOx),112758.68999999999
2018,RIO GRANDE DO NORTE,Óxidos de nitrogênio (NOx),36391.96
2018,ESPIRITO SANTO,Óxidos de enxofre (SOx),33311.75
2018,RIO GRANDE DO NORTE,Monóxido de carbono (CO),8121948.429999999
2018,MATO GROSSO,Material Particulado (MP),122376.27000000002
2018,PERNAMBUCO,Monóxido de carbono (CO),928480.68
2018,PARAIBA,Monóxido de carbono (CO),25565.47999999999
2018,PARANA,Material Particulado (MP),150644.6299999999
2018,PARAIBA,Material Particulado (MP),24308.89
2018,DISTRITO FEDERAL,Monóxido de carbono (CO),1425.87
2018,PARA,Óxidos de enxofre (SOx),23417.23
2018,SERGIPE,Monóxido de carbono (CO),15900.18
2018,ALAGOAS,Monóxido de carbono (CO),51864.85
2018,DISTRITO FEDERAL,Óxidos de enxofre (SOx),43.49
2018,MARANHAO,Monóxido de carbono (CO),3865.1800000000007
2018,MATO GROSSO DO SUL,Monóxido de carbono (CO),3341811.05
2018,MINAS GERAIS,Material Particulado (MP),6781168.159999915
2018,ALAGOAS,Óxidos de nitrogênio (NOx),44416.049999999996
2018,SANTA CATARINA,Óxidos de nitrogênio (NOx),186725.88999999987
2018,CEARA,Óxidos de enxofre (SOx),331768.1899999999
2018,TOCANTINS,Óxidos de enxofre (SOx),238229.06
2018,PARANA,Monóxido de carbono (CO),119454.68999999996
2018,RIO DE JANEIRO,Monóxido de carbono (CO),488046.9000000002
2018,PARA,Material Particulado (MP),19149.66
2018,CEARA,Monóxido de carbono,232.9
2018,RONDONIA,Material Particulado (MP),220840.80000000002
2018,ALAGOAS,Óxidos de enxofre (SOx),569.94
2018,SERGIPE,Óxidos de enxofre (SOx),6002.46
2018,GOIAS,Material Particulado (MP),296156.59000000043
2018,MATO GROSSO DO SUL,Óxidos de nitrogênio (NOx),13991130.709999999
2018,SERGIPE,Óxidos de nitrogênio (NOx),9293.3
2018,RIO GRANDE DO SUL,Material Particulado (MP),96316.83999999943
2018,AMAZONAS,Material Particulado (MP),6763.9500000000035
2018,GOIAS,Óxidos de nitrogênio (NOx),387224.0500000001
2018,SAO PAULO,Material Particulado (MP),5409274.119999986
2018,CEARA,Monóxido de carbono (CO),1937758.1500000013
2018,MATO GROSSO,Monóxido de carbono (CO),128438.18999999999
2018,DISTRITO FEDERAL,Óxidos de nitrogênio (NOx),378.85
2018,PIAUI,Monóxido de carbono (CO),772585.1
2018,RIO DE JANEIRO,Material Particulado (MP),15037891.639999993
2018,TOCANTINS,Monóxido de carbono (CO),8567.949999999999
2018,PERNAMBUCO,Óxidos de nitrogênio (NOx),951798.5200000003
2018,ESPIRITO SANTO,Material Particulado (MP),35108.82999999994
2018,ACRE,Material Particulado (MP),87.54
2018,RONDONIA,Óxidos de nitrogênio (NOx),4071.2000000000003
2018,RIO DE JANEIRO,Óxidos de nitrogênio (NOx),192422.83000000016
2018,ACRE,Monóxido de carbono (CO),10093.63
